Year,Location,Bedrooms,Property_type,Rent
2018,"Rathfarnham, Dublin 14",All bedrooms,All property types,1752.66
2018,Dublin 15,All bedrooms,All property types,1444.41
2018,"Ashtown, Dublin 15",All bedrooms,All property types,1508.83
2018,"Blanchardstown, Dublin 15",All bedrooms,All property types,1420.18
2018,"Carpenterstown, Dublin 15",All bedrooms,All property types,1517.45
2018,"Castleknock, Dublin 15",All bedrooms,All property types,1668.18
2018,"Clonee, Dublin 15",All bedrooms,All property types,1439.63
2018,"Clonsilla, Dublin 15",All bedrooms,All property types,1604.25
2018,"Coolmine, Dublin 15",All bedrooms,All property types,1387.76
2018,"Mulhuddart, Dublin 15",All bedrooms,All property types,1316.28
2018,"Ongar, Dublin 15",All bedrooms,All property types,1385.74
2018,"Porterstown, Dublin 15",All bedrooms,All property types,1527.93
2018,"Royal Canal Park, Dublin 15",All bedrooms,All property types,1427.11
2018,"Tyrrelstown, Dublin 15",All bedrooms,All property types,1468.69
2018,Dublin 16,All bedrooms,All property types,1717.55
2018,"Ballinteer, Dublin 16",All bedrooms,All property types,1832.24
2018,"Dundrum, Dublin 16",All bedrooms,All property types,1865.64
2018,"Knocklyon, Dublin 16",All bedrooms,All property types,1662.09
2018,"Rathfarnham, Dublin 16",All bedrooms,All property types,1785.6
2018,"Sandyford, Dublin 16",All bedrooms,All property types,1455.38
2018,Dublin 17,All bedrooms,All property types,1303.25
2018,"Malahide Road, Dublin 17",All bedrooms,All property types,1630.1
2018,"Northern Cross, Dublin 17",All bedrooms,All property types,1501.23
2018,Dublin 18,All bedrooms,All property types,1734.89
2018,"Cabinteely, Dublin 18",All bedrooms,All property types,1752.89
2018,"Carrickmines, Dublin 18",All bedrooms,All property types,1787.03
2018,"Foxrock, Dublin 18",All bedrooms,All property types,2610.01
2018,"Leopardstown, Dublin 18",All bedrooms,All property types,1990.34
2018,"Sandyford, Dublin 18",All bedrooms,All property types,1760.95
2018,"Stepaside, Dublin 18",All bedrooms,All property types,1644.1
2018,Dublin 20,All bedrooms,All property types,1327.43
2018,"Chapelizod, Dublin 20",All bedrooms,All property types,1420.45
2018,"Palmerstown, Dublin 20",All bedrooms,All property types,1484.48
2018,"Clondalkin, Dublin 22",All bedrooms,All property types,1361.29
2018,Dublin 24,All bedrooms,All property types,1303.53
2018,"Ballycullen, Dublin 24",All bedrooms,All property types,1526.21
2018,"Citywest, Dublin 24",All bedrooms,All property types,1467.65
2018,"Firhouse, Dublin 24",All bedrooms,All property types,1503.57
2018,"Tallaght, Dublin 24",All bedrooms,All property types,1390.09
2019,Dublin,All bedrooms,All property types,1694.79
2019,"Balbriggan, Dublin",All bedrooms,All property types,1318.11
2019,"Blackrock, Dublin",All bedrooms,All property types,2093.84
2019,"Booterstown, Dublin",All bedrooms,All property types,2145.4
2019,"Dalkey, Dublin",All bedrooms,All property types,2608.31
2019,"Donabate, Dublin",All bedrooms,All property types,1481.9
2019,"Dun Laoghaire, Dublin",All bedrooms,All property types,1943.69
2019,"Glenageary, Dublin",All bedrooms,All property types,2336.77
2019,"Howth, Dublin",All bedrooms,All property types,1901.98
2019,"Killiney, Dublin",All bedrooms,All property types,2257.57
2019,"Kinsealy, Dublin",All bedrooms,All property types,1592.13
2019,"Lucan, Dublin",All bedrooms,All property types,1650.23
2019,"Lusk, Dublin",All bedrooms,All property types,1424.43
2019,"Malahide, Dublin",All bedrooms,All property types,2016.64
2019,"Monkstown, Dublin",All bedrooms,All property types,1831.49
2019,"Mount Merrion, Dublin",All bedrooms,All property types,2614.72
2019,"Portmarnock, Dublin",All bedrooms,All property types,1709.0
2019,"Rathcoole, Dublin",All bedrooms,All property types,1481.06
2019,"Rush, Dublin",All bedrooms,All property types,1406.06
2019,"Saggart, Dublin",All bedrooms,All property types,1589.29
2019,"Sandycove, Dublin",All bedrooms,All property types,2184.15
2019,"Shankill, Dublin",All bedrooms,All property types,1664.94
2019,"Skerries, Dublin",All bedrooms,All property types,1472.67
2019,"Stillorgan, Dublin",All bedrooms,All property types,1918.28
2019,"Swords, Dublin",All bedrooms,All property types,1516.47
2019,Dublin 1,All bedrooms,All property types,1598.89
2019,"I.F.S.C., Dublin 1",All bedrooms,All property types,1849.57
2019,"Parnell Street, Dublin 1",All bedrooms,All property types,1733.8
2019,"Spencer Dock, Dublin 1",All bedrooms,All property types,2144.42
2019,"Summerhill, Dublin 1",All bedrooms,All property types,1631.04
2019,Dublin 2,All bedrooms,All property types,2176.48
2019,"Aungier Street, Dublin 2",All bedrooms,All property types,1857.27
2019,"Charlemont Street, Dublin 2",All bedrooms,All property types,1956.88
2019,"Grand Canal Dock, Dublin 2",All bedrooms,All property types,2457.29
2019,"Grand Canal Square, Dublin 2",All bedrooms,All property types,2943.03
2019,"Hanover Quay, Dublin 2",All bedrooms,All property types,2427.73
2019,"Pearse Street, Dublin 2",All bedrooms,All property types,1799.15
2019,"Temple Bar, Dublin 2",All bedrooms,All property types,1865.04
2019,"Townsend Street, Dublin 2",All bedrooms,All property types,1862.96
2019,Dublin 3,All bedrooms,All property types,1644.06
2019,"Clonliffe, Dublin 3",All bedrooms,All property types,1476.05
2019,"Clontarf, Dublin 3",All bedrooms,All property types,1690.6
2019,"Drumcondra, Dublin 3",All bedrooms,All property types,1569.97
2019,"East Wall, Dublin 3",All bedrooms,All property types,1790.9
2019,"Fairview, Dublin 3",All bedrooms,All property types,1426.14
2019,"Marino, Dublin 3",All bedrooms,All property types,1744.61
2019,"North Strand, Dublin 3",All bedrooms,All property types,1562.48
2019,Dublin 4,All bedrooms,All property types,2194.47
2019,"Ballsbridge, Dublin 4",All bedrooms,All property types,2395.95
2019,"Donnybrook, Dublin 4",All bedrooms,All property types,2092.43
2019,"Irishtown, Dublin 4",All bedrooms,All property types,1939.89
2019,"Merrion, Dublin 4",All bedrooms,All property types,1884.98
2019,"Pembroke, Dublin 4",All bedrooms,All property types,2187.63
2019,"Ringsend, Dublin 4",All bedrooms,All property types,1921.03
2019,"Sandymount, Dublin 4",All bedrooms,All property types,2260.86
2019,Dublin 5,All bedrooms,All property types,1571.75
2019,"Artane, Dublin 5",All bedrooms,All property types,1635.99
2019,"Killester, Dublin 5",All bedrooms,All property types,1750.26
2019,"Raheny, Dublin 5",All bedrooms,All property types,1673.98
2019,Dublin 6,All bedrooms,All property types,1605.39
2019,"Dartry, Dublin 6",All bedrooms,All property types,2185.71
2019,"Harolds Cross, Dublin 6",All bedrooms,All property types,1583.63
2019,"Milltown, Dublin 6",All bedrooms,All property types,2040.73
2019,"Ranelagh, Dublin 6",All bedrooms,All property types,1777.79
2019,"Rathgar, Dublin 6",All bedrooms,All property types,1570.35
2019,"Rathmines, Dublin 6",All bedrooms,All property types,1370.3
2019,"Terenure, Dublin 6",All bedrooms,All property types,1733.24
2019,Dublin 6W,All bedrooms,All property types,1789.26
2019,"Harolds Cross, Dublin 6W",All bedrooms,All property types,1569.87
2019,"Templeogue, Dublin 6W",All bedrooms,All property types,1940.72
2019,"Terenure, Dublin 6W",All bedrooms,All property types,1906.72
2019,Dublin 7,All bedrooms,All property types,1412.29
2019,"Arbour Hill, Dublin 7",All bedrooms,All property types,1683.31
2019,"Cabra, Dublin 7",All bedrooms,All property types,1342.8
2019,"Navan Road, Dublin 7",All bedrooms,All property types,1531.33
2019,"North Circular Road, Dublin 7",All bedrooms,All property types,1352.56
2019,"Phibsboro, Dublin 7",All bedrooms,All property types,1196.07
2019,"Smithfield, Dublin 7",All bedrooms,All property types,1677.2
2019,"Stoneybatter, Dublin 7",All bedrooms,All property types,1562.81
2019,Dublin 8,All bedrooms,All property types,1564.75
2019,"Christchurch, Dublin 8",All bedrooms,All property types,1633.41
2019,"Cork Street, Dublin 8",All bedrooms,All property types,1519.18
2019,"Inchicore, Dublin 8",All bedrooms,All property types,1477.23
2019,"Islandbridge, Dublin 8",All bedrooms,All property types,1870.99
2019,"Kilmainham , Dublin 8",All bedrooms,All property types,1592.13
2019,"Portobello, Dublin 8",All bedrooms,All property types,1513.49
2019,"Rialto, Dublin 8",All bedrooms,All property types,1462.42
2019,"South Circular Road, Dublin 8",All bedrooms,All property types,1506.05
2019,"The Coombe, Dublin 8",All bedrooms,All property types,1616.32
2019,Dublin 9,All bedrooms,All property types,1630.25
2019,"Ballymun, Dublin 9",All bedrooms,All property types,1415.0
2019,"Beaumont, Dublin 9",All bedrooms,All property types,1692.33
2019,"Drumcondra, Dublin 9",All bedrooms,All property types,1634.25
2019,"Glasnevin, Dublin 9",All bedrooms,All property types,1604.85
2019,"Santry, Dublin 9",All bedrooms,All property types,1600.76
2019,"Whitehall, Dublin 9",All bedrooms,All property types,1668.18
2019,Dublin 10,All bedrooms,All property types,1321.83
2019,"Ballyfermot, Dublin 10",All bedrooms,All property types,1379.85
2019,"Cherry Orchard, Dublin 10",All bedrooms,All property types,1424.75
2019,Dublin 11,All bedrooms,All property types,1416.03
2019,"Ballymun, Dublin 11",All bedrooms,All property types,1416.18
2019,"Finglas, Dublin 11",All bedrooms,All property types,1451.45
2019,"Glasnevin, Dublin 11",All bedrooms,All property types,1525.01
2019,"Meakstown, Dublin 11",All bedrooms,All property types,1419.97
2019,"St Margarets Road, Dublin 11",All bedrooms,All property types,1411.34
2019,Dublin 12,All bedrooms,All property types,1570.68
2019,"Crumlin, Dublin 12",All bedrooms,All property types,1570.57
2019,"Drimnagh, Dublin 12",All bedrooms,All property types,1604.51
2019,"Kimmage, Dublin 12",All bedrooms,All property types,1644.91
2019,"Walkinstown, Dublin 12",All bedrooms,All property types,1527.9
2019,Dublin 13,All bedrooms,All property types,1634.28
2019,"Baldoyle, Dublin 13",All bedrooms,All property types,1595.64
2019,"Balgriffin, Dublin 13",All bedrooms,All property types,1894.99
2019,"Clongriffin, Dublin 13",All bedrooms,All property types,1533.28
2019,"Donaghmede, Dublin 13",All bedrooms,All property types,1440.04
2019,"Sutton, Dublin 13",All bedrooms,All property types,1959.12
2019,Dublin 14,All bedrooms,All property types,2016.21
2019,"Churchtown, Dublin 14",All bedrooms,All property types,2191.18
2019,"Clonskeagh, Dublin 14",All bedrooms,All property types,2214.05
2019,"Dundrum, Dublin 14",All bedrooms,All property types,1895.67
2019,"Goatstown, Dublin 14",All bedrooms,All property types,2335.8
2019,"Rathfarnham, Dublin 14",All bedrooms,All property types,1914.21
2019,Dublin 15,All bedrooms,All property types,1542.86
2019,"Ashtown, Dublin 15",All bedrooms,All property types,1639.03
2019,"Blanchardstown, Dublin 15",All bedrooms,All property types,1495.97
2019,"Carpenterstown, Dublin 15",All bedrooms,All property types,1621.63
2019,"Castleknock, Dublin 15",All bedrooms,All property types,1741.28
2019,"Clonee, Dublin 15",All bedrooms,All property types,1497.26
2019,"Clonsilla, Dublin 15",All bedrooms,All property types,1674.28
2019,"Coolmine, Dublin 15",All bedrooms,All property types,1570.76
2019,"Mulhuddart, Dublin 15",All bedrooms,All property types,1372.55
2019,"Ongar, Dublin 15",All bedrooms,All property types,1430.62
2019,"Porterstown, Dublin 15",All bedrooms,All property types,1592.19
2019,"Royal Canal Park, Dublin 15",All bedrooms,All property types,1482.86
2019,"Tyrrelstown, Dublin 15",All bedrooms,All property types,1555.86
2019,Dublin 16,All bedrooms,All property types,1840.56
2019,"Ballinteer, Dublin 16",All bedrooms,All property types,1878.41
2019,"Dundrum, Dublin 16",All bedrooms,All property types,1906.73
2019,"Knocklyon, Dublin 16",All bedrooms,All property types,1801.27
2019,"Rathfarnham, Dublin 16",All bedrooms,All property types,1872.76
2019,"Sandyford, Dublin 16",All bedrooms,All property types,1738.14
2019,Dublin 17,All bedrooms,All property types,1414.19
2019,"Malahide Road, Dublin 17",All bedrooms,All property types,1661.61
2019,Dublin 18,All bedrooms,All property types,1859.13
2019,"Cabinteely, Dublin 18",All bedrooms,All property types,1871.41
2019,"Carrickmines, Dublin 18",All bedrooms,All property types,1887.13
2019,"Foxrock, Dublin 18",All bedrooms,All property types,2646.68
2019,"Leopardstown, Dublin 18",All bedrooms,All property types,2029.04
2019,"Sandyford, Dublin 18",All bedrooms,All property types,1815.71
2019,"Stepaside, Dublin 18",All bedrooms,All property types,1741.59
2019,Dublin 20,All bedrooms,All property types,1371.42
2019,"Chapelizod, Dublin 20",All bedrooms,All property types,1466.11
2019,"Palmerstown, Dublin 20",All bedrooms,All property types,1545.8
2019,"Clondalkin, Dublin 22",All bedrooms,All property types,1473.34
2019,Dublin 24,All bedrooms,All property types,1410.27
2019,"Ballycullen, Dublin 24",All bedrooms,All property types,1610.76
2019,"Citywest, Dublin 24",All bedrooms,All property types,1535.19
2019,"Firhouse, Dublin 24",All bedrooms,All property types,1628.97
2019,"Tallaght, Dublin 24",All bedrooms,All property types,1463.65
2020,Dublin,All bedrooms,All property types,1737.36
2020,"Balbriggan, Dublin",All bedrooms,All property types,1373.24
2020,"Blackrock, Dublin",All bedrooms,All property types,2135.1
2020,"Booterstown, Dublin",All bedrooms,All property types,2219.34
2020,"Dalkey, Dublin",All bedrooms,All property types,2544.47
2020,"Donabate, Dublin",All bedrooms,All property types,1611.03
2020,"Dun Laoghaire, Dublin",All bedrooms,All property types,1984.83
2020,"Glenageary, Dublin",All bedrooms,All property types,2475.32
2020,"Howth, Dublin",All bedrooms,All property types,1910.81
2020,"Killiney, Dublin",All bedrooms,All property types,2331.93
2020,"Kinsealy, Dublin",All bedrooms,All property types,1628.23
2020,"Lucan, Dublin",All bedrooms,All property types,1671.8
2020,"Lusk, Dublin",All bedrooms,All property types,1495.67
2020,"Malahide, Dublin",All bedrooms,All property types,2048.83
2020,"Monkstown, Dublin",All bedrooms,All property types,1850.61
2020,"Mount Merrion, Dublin",All bedrooms,All property types,2658.42
2020,"Portmarnock, Dublin",All bedrooms,All property types,1844.15
2020,"Rathcoole, Dublin",All bedrooms,All property types,1533.8
2020,"Rush, Dublin",All bedrooms,All property types,1438.07
2020,"Saggart, Dublin",All bedrooms,All property types,1614.56
2020,"Sandycove, Dublin",All bedrooms,All property types,2188.12
2020,"Shankill, Dublin",All bedrooms,All property types,1777.12
2020,"Skerries, Dublin",All bedrooms,All property types,1503.39
2020,"Stillorgan, Dublin",All bedrooms,All property types,1985.52
2020,"Swords, Dublin",All bedrooms,All property types,1548.07
2020,Dublin 1,All bedrooms,All property types,1650.77
2020,"I.F.S.C., Dublin 1",All bedrooms,All property types,1849.21
2020,"Parnell Street, Dublin 1",All bedrooms,All property types,1728.19
2020,"Spencer Dock, Dublin 1",All bedrooms,All property types,2136.25
2020,"Summerhill, Dublin 1",All bedrooms,All property types,1608.67
2020,Dublin 2,All bedrooms,All property types,2166.85
2020,"Charlemont Street, Dublin 2",All bedrooms,All property types,2072.26
2020,"Grand Canal Dock, Dublin 2",All bedrooms,All property types,2461.34
2020,"Grand Canal Square, Dublin 2",All bedrooms,All property types,2857.7
2020,"Hanover Quay, Dublin 2",All bedrooms,All property types,2410.99
2020,"Pearse Street, Dublin 2",All bedrooms,All property types,1781.72
2020,"Tara Street, Dublin 2",All bedrooms,All property types,1742.33
2020,"Temple Bar, Dublin 2",All bedrooms,All property types,1820.38
2020,"Townsend Street, Dublin 2",All bedrooms,All property types,1792.04
2020,Dublin 3,All bedrooms,All property types,1684.15
2020,"Clonliffe, Dublin 3",All bedrooms,All property types,1520.44
2020,"Clontarf, Dublin 3",All bedrooms,All property types,1727.48
2020,"Drumcondra, Dublin 3",All bedrooms,All property types,1566.77
2020,"East Wall, Dublin 3",All bedrooms,All property types,1786.57
2020,"Fairview, Dublin 3",All bedrooms,All property types,1456.01
2020,"Marino, Dublin 3",All bedrooms,All property types,1751.01
2020,"North Strand, Dublin 3",All bedrooms,All property types,1690.68
2020,Dublin 4,All bedrooms,All property types,2224.72
2020,"Ballsbridge, Dublin 4",All bedrooms,All property types,2416.56
2020,"Donnybrook, Dublin 4",All bedrooms,All property types,2073.35
2020,"Irishtown, Dublin 4",All bedrooms,All property types,2003.66
2020,"Merrion, Dublin 4",All bedrooms,All property types,2002.54
2020,"Pembroke, Dublin 4",All bedrooms,All property types,2156.86
2020,"Ringsend, Dublin 4",All bedrooms,All property types,1953.05
2020,"Sandymount, Dublin 4",All bedrooms,All property types,2257.64
2020,Dublin 5,All bedrooms,All property types,1682.26
2020,"Artane, Dublin 5",All bedrooms,All property types,1632.25
2020,"Killester, Dublin 5",All bedrooms,All property types,1812.72
2020,"Raheny, Dublin 5",All bedrooms,All property types,1719.09
2020,Dublin 6,All bedrooms,All property types,1633.02
2020,"Dartry, Dublin 6",All bedrooms,All property types,2381.88
2020,"Harolds Cross, Dublin 6",All bedrooms,All property types,1675.7
2020,"Milltown, Dublin 6",All bedrooms,All property types,2046.08
2020,"Ranelagh, Dublin 6",All bedrooms,All property types,1776.02
2020,"Rathgar, Dublin 6",All bedrooms,All property types,1539.45
2020,"Rathmines, Dublin 6",All bedrooms,All property types,1404.7
2020,"Terenure, Dublin 6",All bedrooms,All property types,1868.17
2020,Dublin 6W,All bedrooms,All property types,1851.25
2020,"Harolds Cross, Dublin 6W",All bedrooms,All property types,1685.72
2020,"Templeogue, Dublin 6W",All bedrooms,All property types,2029.33
2020,"Terenure, Dublin 6W",All bedrooms,All property types,1891.29
2020,Dublin 7,All bedrooms,All property types,1498.06
2020,"Arbour Hill, Dublin 7",All bedrooms,All property types,1812.32
2020,"Cabra, Dublin 7",All bedrooms,All property types,1343.58
2020,"Navan Road, Dublin 7",All bedrooms,All property types,1582.37
2020,"North Circular Road, Dublin 7",All bedrooms,All property types,1511.75
2020,"Phibsboro, Dublin 7",All bedrooms,All property types,1186.17
2020,"Smithfield, Dublin 7",All bedrooms,All property types,1734.4
2020,"Stoneybatter, Dublin 7",All bedrooms,All property types,1577.85
2020,Dublin 8,All bedrooms,All property types,1640.25
2020,"Christchurch, Dublin 8",All bedrooms,All property types,1609.3
2020,"Cork Street, Dublin 8",All bedrooms,All property types,1605.83
2020,"Inchicore, Dublin 8",All bedrooms,All property types,1523.47
2020,"Islandbridge, Dublin 8",All bedrooms,All property types,1865.49
2020,"Kilmainham , Dublin 8",All bedrooms,All property types,1587.41
2020,"Portobello, Dublin 8",All bedrooms,All property types,1471.07
2020,"Rialto, Dublin 8",All bedrooms,All property types,1536.84
2020,"South Circular Road, Dublin 8",All bedrooms,All property types,1584.38
2020,Dublin 9,All bedrooms,All property types,1631.08
2020,"Ballymun, Dublin 9",All bedrooms,All property types,1500.89
2020,"Beaumont, Dublin 9",All bedrooms,All property types,1710.25
2020,"Drumcondra, Dublin 9",All bedrooms,All property types,1575.94
2020,"Glasnevin, Dublin 9",All bedrooms,All property types,1570.78
2020,"Santry, Dublin 9",All bedrooms,All property types,1764.35
2020,"Whitehall, Dublin 9",All bedrooms,All property types,1674.57
2020,Dublin 10,All bedrooms,All property types,1371.56
2020,"Ballyfermot, Dublin 10",All bedrooms,All property types,1411.63
2020,"Cherry Orchard, Dublin 10",All bedrooms,All property types,1426.75
2020,Dublin 11,All bedrooms,All property types,1483.67
2020,"Ballymun, Dublin 11",All bedrooms,All property types,1470.42
2020,"Finglas, Dublin 11",All bedrooms,All property types,1458.99
2020,"Glasnevin, Dublin 11",All bedrooms,All property types,1651.82
2020,"Meakstown, Dublin 11",All bedrooms,All property types,1520.72
2020,Dublin 12,All bedrooms,All property types,1679.84
2020,"Crumlin, Dublin 12",All bedrooms,All property types,1598.78
2020,"Drimnagh, Dublin 12",All bedrooms,All property types,1669.85
2020,"Kimmage, Dublin 12",All bedrooms,All property types,1710.53
2020,"Walkinstown, Dublin 12",All bedrooms,All property types,1588.85
2020,Dublin 13,All bedrooms,All property types,1752.02
2020,"Baldoyle, Dublin 13",All bedrooms,All property types,1653.86
2020,"Balgriffin, Dublin 13",All bedrooms,All property types,1929.24
2020,"Clongriffin, Dublin 13",All bedrooms,All property types,1685.55
2020,"Donaghmede, Dublin 13",All bedrooms,All property types,1553.05
2020,"Sutton, Dublin 13",All bedrooms,All property types,2045.61
2020,Dublin 14,All bedrooms,All property types,2128.3
2020,"Churchtown, Dublin 14",All bedrooms,All property types,2262.38
2020,"Clonskeagh, Dublin 14",All bedrooms,All property types,2257.86
2020,"Dundrum, Dublin 14",All bedrooms,All property types,1985.03
2020,"Goatstown, Dublin 14",All bedrooms,All property types,2429.59
2020,"Rathfarnham, Dublin 14",All bedrooms,All property types,2008.73
2020,Dublin 15,All bedrooms,All property types,1598.5
2020,"Ashtown, Dublin 15",All bedrooms,All property types,1722.11
2020,"Blanchardstown, Dublin 15",All bedrooms,All property types,1541.36
2020,"Carpenterstown, Dublin 15",All bedrooms,All property types,1646.93
2020,"Castleknock, Dublin 15",All bedrooms,All property types,1793.69
2020,"Clonee, Dublin 15",All bedrooms,All property types,1547.19
2020,"Clonsilla, Dublin 15",All bedrooms,All property types,1633.3
2020,"Coolmine, Dublin 15",All bedrooms,All property types,1558.43
2020,"Mulhuddart, Dublin 15",All bedrooms,All property types,1412.51
2020,"Ongar, Dublin 15",All bedrooms,All property types,1476.08
2020,"Porterstown, Dublin 15",All bedrooms,All property types,1557.72
2020,"Royal Canal Park, Dublin 15",All bedrooms,All property types,1517.02
2020,"Tyrrelstown, Dublin 15",All bedrooms,All property types,1629.82
2020,Dublin 16,All bedrooms,All property types,1951.77
2020,"Ballinteer, Dublin 16",All bedrooms,All property types,1898.82
2020,"Dundrum, Dublin 16",All bedrooms,All property types,1937.19
2020,"Knocklyon, Dublin 16",All bedrooms,All property types,1836.22
2020,"Rathfarnham, Dublin 16",All bedrooms,All property types,2020.94
2020,"Sandyford, Dublin 16",All bedrooms,All property types,1887.36
2020,Dublin 17,All bedrooms,All property types,1454.72
2020,"Malahide Road, Dublin 17",All bedrooms,All property types,1621.6
2020,Dublin 18,All bedrooms,All property types,1941.74
2020,"Cabinteely, Dublin 18",All bedrooms,All property types,1905.48
2020,"Carrickmines, Dublin 18",All bedrooms,All property types,1999.46
2020,"Foxrock, Dublin 18",All bedrooms,All property types,2723.25
2020,"Leopardstown, Dublin 18",All bedrooms,All property types,2041.03
2020,"Sandyford, Dublin 18",All bedrooms,All property types,1840.3
2020,"Stepaside, Dublin 18",All bedrooms,All property types,1747.04
2020,Dublin 20,All bedrooms,All property types,1434.22
2020,"Chapelizod, Dublin 20",All bedrooms,All property types,1470.74
2020,"Palmerstown, Dublin 20",All bedrooms,All property types,1583.38
2020,"Clondalkin, Dublin 22",All bedrooms,All property types,1495.75
2020,Dublin 24,All bedrooms,All property types,1469.96
2020,"Ballycullen, Dublin 24",All bedrooms,All property types,1675.34
2020,"Citywest, Dublin 24",All bedrooms,All property types,1717.1
2020,"Firhouse, Dublin 24",All bedrooms,All property types,1726.98
2020,"Tallaght, Dublin 24",All bedrooms,All property types,1487.15
2021,Dublin,All bedrooms,All property types,1771.39
2021,"Balbriggan, Dublin",All bedrooms,All property types,1402.82
2021,"Blackrock, Dublin",All bedrooms,All property types,2154.88
2021,"Booterstown, Dublin",All bedrooms,All property types,2226.27
2021,"Dalkey, Dublin",All bedrooms,All property types,2474.6
2021,"Donabate, Dublin",All bedrooms,All property types,1655.93
2021,"Dun Laoghaire, Dublin",All bedrooms,All property types,2059.83
2021,"Glenageary, Dublin",All bedrooms,All property types,2441.75
2021,"Howth, Dublin",All bedrooms,All property types,1899.48
2021,"Killiney, Dublin",All bedrooms,All property types,2257.69
2021,"Kinsealy, Dublin",All bedrooms,All property types,1637.3
2021,"Lucan, Dublin",All bedrooms,All property types,1750.37
2021,"Lusk, Dublin",All bedrooms,All property types,1499.32
2021,"Malahide, Dublin",All bedrooms,All property types,2101.88
2021,"Monkstown, Dublin",All bedrooms,All property types,1821.94
2021,"Mount Merrion, Dublin",All bedrooms,All property types,2723.04
2021,"Portmarnock, Dublin",All bedrooms,All property types,1823.17
2021,"Rathcoole, Dublin",All bedrooms,All property types,1557.64
2021,"Rush, Dublin",All bedrooms,All property types,1493.19
2021,"Saggart, Dublin",All bedrooms,All property types,1628.1
2021,"Sandycove, Dublin",All bedrooms,All property types,2297.39
2021,"Shankill, Dublin",All bedrooms,All property types,1856.11
2021,"Skerries, Dublin",All bedrooms,All property types,1590.53
2021,"Stillorgan, Dublin",All bedrooms,All property types,2040.22
2021,"Swords, Dublin",All bedrooms,All property types,1604.05
2021,Dublin 1,All bedrooms,All property types,1582.22
2021,"I.F.S.C., Dublin 1",All bedrooms,All property types,1811.65
2021,"Parnell Street, Dublin 1",All bedrooms,All property types,1752.75
2021,"Spencer Dock, Dublin 1",All bedrooms,All property types,2135.27
2021,"Summerhill, Dublin 1",All bedrooms,All property types,1582.44
2021,Dublin 2,All bedrooms,All property types,2052.72
2021,"Charlemont Street, Dublin 2",All bedrooms,All property types,2081.34
2021,"Grand Canal Dock, Dublin 2",All bedrooms,All property types,2384.98
2021,"Hanover Quay, Dublin 2",All bedrooms,All property types,2370.54
2021,"Pearse Street, Dublin 2",All bedrooms,All property types,1746.01
2021,"Tara Street, Dublin 2",All bedrooms,All property types,1697.46
2021,"Temple Bar, Dublin 2",All bedrooms,All property types,1755.86
2021,"Townsend Street, Dublin 2",All bedrooms,All property types,1734.2
2021,Dublin 3,All bedrooms,All property types,1668.27
2021,"Clonliffe, Dublin 3",All bedrooms,All property types,1477.55
2021,"Clontarf, Dublin 3",All bedrooms,All property types,1788.33
2021,"Drumcondra, Dublin 3",All bedrooms,All property types,1567.29
2021,"East Wall, Dublin 3",All bedrooms,All property types,1751.06
2021,"Fairview, Dublin 3",All bedrooms,All property types,1473.94
2021,"Marino, Dublin 3",All bedrooms,All property types,1751.53
2021,"North Strand, Dublin 3",All bedrooms,All property types,1682.39
2021,Dublin 4,All bedrooms,All property types,2167.72
2021,"Ballsbridge, Dublin 4",All bedrooms,All property types,2400.51
2021,"Donnybrook, Dublin 4",All bedrooms,All property types,2097.84
2021,"Irishtown, Dublin 4",All bedrooms,All property types,2050.14
2021,"Merrion, Dublin 4",All bedrooms,All property types,2065.61
2021,"Pembroke, Dublin 4",All bedrooms,All property types,2181.93
2021,"Ringsend, Dublin 4",All bedrooms,All property types,1941.18
2021,"Sandymount, Dublin 4",All bedrooms,All property types,2208.64
2021,Dublin 5,All bedrooms,All property types,1629.55
2021,"Artane, Dublin 5",All bedrooms,All property types,1697.86
2021,"Killester, Dublin 5",All bedrooms,All property types,1804.89
2021,"Raheny, Dublin 5",All bedrooms,All property types,1777.04
2021,Dublin 6,All bedrooms,All property types,1596.25
2021,"Dartry, Dublin 6",All bedrooms,All property types,2128.65
2021,"Harolds Cross, Dublin 6",All bedrooms,All property types,1860.75
2021,"Milltown, Dublin 6",All bedrooms,All property types,2057.73
2021,"Ranelagh, Dublin 6",All bedrooms,All property types,1780.89
2021,"Rathgar, Dublin 6",All bedrooms,All property types,1532.72
2021,"Rathmines, Dublin 6",All bedrooms,All property types,1422.24
2021,Dublin 6W,All bedrooms,All property types,1822.9
2021,"Harolds Cross, Dublin 6W",All bedrooms,All property types,1784.35
2021,"Templeogue, Dublin 6W",All bedrooms,All property types,2022.35
2021,"Terenure, Dublin 6W",All bedrooms,All property types,1860.23
2021,Dublin 7,All bedrooms,All property types,1499.48
2021,"Arbour Hill, Dublin 7",All bedrooms,All property types,1773.95
2021,"Cabra, Dublin 7",All bedrooms,All property types,1305.38
2021,"North Circular Road, Dublin 7",All bedrooms,All property types,1553.01
2021,"Phibsboro, Dublin 7",All bedrooms,All property types,1162.9
2021,"Smithfield, Dublin 7",All bedrooms,All property types,1769.79
2021,"Stoneybatter, Dublin 7",All bedrooms,All property types,1654.85
2021,Dublin 8,All bedrooms,All property types,1621.67
2021,"Christchurch, Dublin 8",All bedrooms,All property types,1573.29
2021,"Cork Street, Dublin 8",All bedrooms,All property types,1573.68
2021,"Dolphins Barn, Dublin 8",All bedrooms,All property types,1799.31
